id;siren;nic;l1_normalisee;l2_normalisee;l3_normalisee;l4_normalisee;l5_normalisee;l6_normalisee;l7_normalisee;numvoie;typvoie;libvoie;codpos;libcom;apet700;libtefet;adr_mail
2119700;389538182;00046;"C B A";"P ACTIVITES LA PILATERIE ACTICLUB 5A";;"16 RUE DES CHAMPS";;"59491 VILLENEUVE D ASCQ";FRANCE;16;RUE;"DES CHAMPS";59650;"VILLENEUVE D'ASCQ";6311Z;"10 à 19 salariés";
2119701;389538182;00053;"C B A";;;"274 BOULEVARD CLEMENCEAU";;"59700 MARCQ EN BAROEUL";FRANCE;274;BD;"GEORGES CLEMENCEAU";59700;"MARCQ EN BAROEUL";6311Z;"100 à 199 salariés";
2121316;389573866;00024;"AVIGNON EXP AUTO LABOUREAU SODAVALLE";;;"22 AVENUE DE FONTCOUVERTE";;"84000 AVIGNON";FRANCE;22;AV;FONTCOUVERTE;84000;AVIGNON;6621Z;"6 à 9 salariés";
2121323;389573981;00013;"AMBROSI EMMI FRANCE";;;"5 PLACE ILE DE BEAUTE";;"06300 NICE";FRANCE;5;PL;"ILE DE BEAUTE";06300;NICE;4617B;"20 à 49 salariés";
2129593;389758400;00029;"MONSIEUR OLIVIER SPATZIERER";;;"11 AVENUE D EYLAU";;"75116 PARIS";FRANCE;11;AV;"D EYLAU";75116;"PARIS 16";8622C;"1 ou 2 salariés";
2139566;389985730;00032;"MADAME CATHERINE REY";;;"8 PLACE DE GENEVE";;"73000 CHAMBERY";FRANCE;8;PL;"DE GENEVE";73000;CHAMBERY;6910Z;"0 salarié";
2140448;390004372;00079;"M B GESTION";"PUB WINSTON CHURCHILL";;"59 RUE DE TOCQUEVILLE";;"75017 PARIS";FRANCE;59;RUE;"DE TOCQUEVILLE";75017;"PARIS 17";5610A;"20 à 49 salariés";
2151909;390258929;00038;PELATAN;;"ST CESAIRE";"326 AVENUE DOCTEUR FLEMING";;"30000 NIMES";FRANCE;326;AV;"DR FLEMING";30000;NIMES;4334Z;"6 à 9 salariés";
2175756;390809572;00022;"MADAME FRANCOISE JAIMES";;;"131 B RUE DE BAHINOS";;"64600 ANGLET";FRANCE;131;RUE;"DE BAHINOS";64600;ANGLET;6920Z;"0 salarié";
2176157;390819241;00014;"MONSIEUR PHILIPPE UZAN";;;"45 RUE DE PRONY";;"75017 PARIS";FRANCE;45;RUE;"DE PRONY";75017;"PARIS 17";6920Z;"1 ou 2 salariés";
2178675;390879419;00104;"MADAME ANNE FRANCOISE N GOM";"CHEZ MADAME CLAUDE";;"42 RUE JEANNE QUEMARD";;"49000 ANGERS";FRANCE;42;RUE;"JEANNE QUEMARD";49000;ANGERS;9003B;"0 salarié";
2185894;391052511;00014;"JM VIDEO SARL";;;"121 AVENUE PARMENTIER";;"75011 PARIS";FRANCE;121;AV;PARMENTIER;75011;"PARIS 11";7722Z;"3 à 5 salariés";
2190064;391147147;00030;"Z CONCEPT MEDICAL";;;"14 RUE GEORGES CUVIER";;"37550 ST AVERTIN";FRANCE;14;RUE;"GEORGES CUVIER";37550;"SAINT AVERTIN";1414Z;"10 à 19 salariés";
2209996;391618642;00014;"PAPETERIE DE LA NIVE";;;"35 QUAI AMIRAL JAUREGUIBERRY";;"64100 BAYONNE";FRANCE;35;QUAI;"AMIRAL JAUREGUIBERRY";64100;BAYONNE;4762Z;"3 à 5 salariés";
2221780;391895828;00013;"ABL LIGHTS FRANCE";;"ZONE INDUSTRIELLE DU CHEMIN VERT";"3 RUE DE LA COTONNIERE";"CS 95324";"14053 CAEN CEDEX 4";FRANCE;3;RUE;"DE LA COTONNIERE";14000;CAEN;2740Z;"50 à 99 salariés";
2223144;391929502;00014;"FINANCIERE DU DOME";;;"86 RUE DU DOME";;"92100 BOULOGNE BILLANCOURT";FRANCE;86;RUE;"DU DOME";92100;"BOULOGNE BILLANCOURT";6420Z;"3 à 5 salariés";
2239719;392315677;00014;"SERVICE DIOCESAIN DE FORMATION";;;"6 AVENUE ADOLPHE MAX";"BP LYON 5EME";"69321 LYON CEDEX 05";FRANCE;6;AV;"ADOLPHE MAX";69005;"LYON 5EME";8559A;"0 salarié";
2256245;392682597;00027;"ASSO DE L ENSEIGNEMENT DE L HEBREU";;;"140 BOULEVARD MALESHERBES";;"75017 PARIS";FRANCE;140;BD;MALESHERBES;75017;"PARIS 17";8559B;"1 ou 2 salariés";
2271296;393041413;00013;MAYLYS;;;"12 BOULEVARD DE LA LIBERTE";;"93260 LES LILAS";FRANCE;12;BD;"DE LA LIBERTE";93260;"LES LILAS";4776Z;"1 ou 2 salariés";
2275573;393139928;00039;"SUD BRETAGNE RESTAURATION";"LA SIRENE";;"1 RUE PIERRE LE NOUAIL";;"56890 ST AVE";FRANCE;1;RUE;"PIERRE LE NOUAIL";56890;"SAINT AVE";5610A;"3 à 5 salariés";
2283218;393318647;00046;"EXPERTISE ET PERFORMANCE";;;"46 RUE CARDINET";;"75017 PARIS";FRANCE;46;RUE;CARDINET;75017;"PARIS 17";6920Z;"20 à 49 salariés";
2297472;393638168;00012;BAREM;"ALAIN MANOUKIAN";;"158 PLACE SAINT LEGER";;"73000 CHAMBERY";FRANCE;158;PL;"SAINT LEGER";73000;CHAMBERY;6420Z;"0 salarié";
2299182;393678271;00023;VIVALDI;;;"42 AVENUE JEAN JAURES";;"63400 CHAMALIERES";FRANCE;42;AV;"JEAN JAURES";63400;CHAMALIERES;6420Z;"0 salarié";
2313433;393988233;00010;BLN;;;"5 RUE DE CLIGNANCOURT";;"75018 PARIS";FRANCE;5;RUE;"DE CLIGNANCOURT";75018;"PARIS 18";9602A;"1 ou 2 salariés";
2329923;394355192;00029;"EURL AU BRIN D OSIER";;;"1 RUE KERJEAN VRAS";;"29200 BREST";FRANCE;1;RUE;"KERJEAN VRAS";29200;BREST;4759B;"0 salarié";
2329924;394355192;00037;"EURL AU BRIN D OSIER";;;"170 RUE JEAN JAURES";;"29200 BREST";FRANCE;170;RUE;"JEAN JAURES";29200;BREST;4759B;"0 salarié";
2342067;394633739;00096;"GATEWAY FRANCE SARL";"25 A 29";;"25 PLACE DE LA MADELEINE";;"75008 PARIS";FRANCE;25;PL;"DE LA MADELEINE";75008;"PARIS 8";4741Z;"20 à 49 salariés";
2344714;394695308;00038;"MONSIEUR JOSE DA COSTA";;;"2 RUE DE LA POINTE";;"93130 NOISY LE SEC";FRANCE;2;RUE;"DE LA POINTE";93130;"NOISY LE SEC";4120A;"3 à 5 salariés";
2345917;394724629;00024;"CONTROLE TECHNIQUE POMJEANNAIS";;"ZONE ARTISANALE";"ZONE ARTISANALE LA ROYAUTE";"MONTJEAN SUR LOIRE";"49570 MAUGES SUR LOIRE";FRANCE;;;"ZA LA ROYAUTE";49570;MAUGES-SUR-LOIRE;7120A;"1 ou 2 salariés";
2345918;394724629;00032;"CONTROLE TECHNIQUE POMJEANNAIS";;;"ZONE ARTISANALE LE TRANCHET";"BOTZ EN MAUGES";"49110 MAUGES SUR LOIRE";FRANCE;;;"ZA LE TRANCHET";49110;MAUGES-SUR-LOIRE;7120A;"1 ou 2 salariés";
2345919;394724629;00040;"CONTROLE TECHNIQUE POMJEANNAIS";;;"117 RUE VOLNEY";;"49000 ANGERS";FRANCE;117;RUE;VOLNEY;49000;ANGERS;7120A;"0 salarié";
2349864;394820005;00053;"MONSIEUR PIERRE MARIE NEDELEC";;;"231 B RUE JEAN JAURES";;"29200 BREST";FRANCE;231;RUE;"JEAN JAURES";29200;BREST;8690E;"0 salarié";
2356274;394972483;00025;"SARL ASSIST WARE";;;"43 AVENUE GEORGES POMPIDOU";;"30900 NIMES";FRANCE;43;AV;"GEORGES POMPIDOU";30000;NIMES;6202A;"0 salarié";
2367877;395254980;00018;"HUET AUTOMOBILES";;;"192 AVENUE DU GENERAL LECLERC";;"33600 PESSAC";FRANCE;192;AV;"DU GENERAL LECLERC";33600;PESSAC;4520A;"1 ou 2 salariés";
2376896;397469370;00027;"ADHOC SECURITE";;;"50 RUE MASSENA";;"59493 VILLENEUVE D ASCQ";FRANCE;50;RUE;MASSENA;59493;"VILLENEUVE D'ASCQ";4752A;"1 ou 2 salariés";
2409048;398202945;00018;"SU INVESTMENTS";;;"96 BOULEVARD MASSENA";;"75013 PARIS";FRANCE;96;BD;MASSENA;75013;"PARIS 13";6420Z;"1 ou 2 salariés";
2410750;398242164;00018;"ANNECY KARATE";;;"1 PASSAGE DE VIGNIERES";;"74000 ANNECY";FRANCE;1;PAS;"DE VIGNIERES";74000;ANNECY;9312Z;"3 à 5 salariés";
2440757;398920421;00029;A4;"GROUPE BRETAGNE BURO";"ZAC DE KERGARADEC";"11 AVENUE DU BARON LACROSSE";;"29850 GOUESNOU";FRANCE;11;AV;"DU BARON LACROSSE";29850;GOUESNOU;4778C;"10 à 19 salariés";
2469602;399524693;00013;MANUSUD;;"ZONE D ACTIVITES SAINT FREDERIC";"22 AVENUE BENJAMIN GOMEZ";;"64100 BAYONNE";FRANCE;;AV;"BENJAMIN GOMEZ";64100;BAYONNE;2822Z;"10 à 19 salariés";
2469603;399524693;00039;MANUSUD;CURIE;"ZONE INDUSTRIELLE INDUSPAL";"AV F ET IRENE JOLIOT CURIE";;"64140 LONS";FRANCE;;AV;"F ET I JOLIOT CURIE";64140;LONS;2822Z;"3 à 5 salariés";
2469604;399524693;00047;MANUSUD;;;"ZONE ARTISANALE FAISANDERIE";;"40090 ST AVIT";FRANCE;;;"ZA FAISANDERIE";40090;"SAINT AVIT";2822Z;"1 ou 2 salariés";
2481749;399789304;00017;INFOCUIR;"CALLIOPE PRESSE";;"14 RUE DE LA FOLIE REGNAULT";;"75011 PARIS";FRANCE;14;RUE;"DE LA FOLIE REGNAULT";75011;"PARIS 11";5814Z;"1 ou 2 salariés";
2482993;399815927;00013;"SOS FAMILLES SARTROUVILLE";"SOS FAMILLES EMMAUS FRANCE";;"1 RUE LEBON";;"78500 SARTROUVILLE";FRANCE;1;RUE;LEBON;78500;SARTROUVILLE;8899B;"0 salarié";
2488353;399929231;00013;"LA TOURAINE";;;"39 RUE DE CROULEBARBE";;"75013 PARIS";FRANCE;39;RUE;"DE CROULEBARBE";75013;"PARIS 13";5610A;"3 à 5 salariés";
2508940;400367280;00023;"TV FRANCE INTERNATIONAL";;;"5 RUE CERNUSCHI";;"75017 PARIS";FRANCE;5;RUE;CERNUSCHI;75017;"PARIS 17";5911A;"10 à 19 salariés";
2509243;400373528;00027;"ASS HABITAT ET HUMANISME HAUTE SAVOIE";;;"IMPASSE DE LA SOURCE";;"74520 VULBENS";FRANCE;;;"LA SOURCE";74520;VULBENS;8790B;"0 salarié";
2509244;400373528;00043;"ASS HABITAT ET HUMANISME HAUTE SAVOIE";;;"11 RUE DE RUMILLY";;"74000 ANNECY";FRANCE;11;RUE;"DE RUMILLY";74000;ANNECY;9499Z;"3 à 5 salariés";
2514330;400481461;00012;"SARL BUCAMP";;;"195 RUE DE LA RIANDERIE";;"59700 MARCQ EN BAROEUL";FRANCE;195;RUE;"DE LA RIANDERIE";59700;"MARCQ EN BAROEUL";6420Z;"1 ou 2 salariés";
2528169;400801510;00043;"BOUCHERIE CHARCUTERIE GAUTHIER";;;"63 RUE DE LONGVIC";;"21000 DIJON";FRANCE;63;RUE;"DE LONGVIC";21000;DIJON;4722Z;"1 ou 2 salariés";
2528170;400801510;00050;"BOUCHERIE-CHARCUTERIE GAUTHIER";"MAISON GAUTHIER";;"94 RUE DE LA PIECE LEGER";;"21160 MARSANNAY LA COTE";;94;RUE;"DE LA PIECE LEGER";21160;"MARSANNAY LA COTE";7010Z;"1 ou 2 salariés";
2533932;400929444;00034;"ONGLE EMERAUDE";"MADAME SOPHIE BOURACHOT";;"46 RUE VILLE PEPIN";;"35400 ST MALO";FRANCE;46;RUE;"VILLE PEPIN";35400;"SAINT MALO";9602B;"1 ou 2 salariés";
2545993;401205331;00036;"RICHET SPORT CONSULTING";;;"14 RUE GEORGES BLANDON";;"78430 LOUVECIENNES";FRANCE;14;RUE;"GEORGES BLANDON";78430;LOUVECIENNES;4649Z;"0 salarié";
2554811;401394085;00021;ARVAL;"CHEZ SOFRADOM";;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";7112B;"1 ou 2 salariés";
2568190;401695903;00021;HARMONIE;;"IMMEUBLE LE SULLY";"1 PLACE OCCITANE";;"31000 TOULOUSE";FRANCE;1;PL;OCCITANE;31000;TOULOUSE;4631Z;"6 à 9 salariés";
2574528;401840657;00035;ATTICA;;;"11 RUE BOUSSINGAULT";"CS 51309";"75214 PARIS CEDEX 13";FRANCE;11;RUE;BOUSSINGAULT;75013;"PARIS 13";4649Z;"20 à 49 salariés";
2574529;401840657;00043;ATTICA;;;"9 BOULEVARD EDMOND MICHELET";;"69008 LYON";FRANCE;9;BD;"EDMOND MICHELET";69008;"LYON 8EME";4649Z;"1 ou 2 salariés";
2578958;401941620;00015;"ASS APOSTOLAT DES LAICS DIOCEZE DE LYO";"PRESID MR LONGIN";;"6 AVENUE ADOLPHE MAX";"BP LYON 5EME";"69321 LYON CEDEX 05";FRANCE;6;AV;"ADOLPHE MAX";69005;"LYON 5EME";9499Z;"6 à 9 salariés";
2596590;402325658;00035;HEXION;;;"41 RUE COROT";;"77000 LA ROCHETTE";FRANCE;41;RUE;COROT;77000;"LA ROCHETTE";4675Z;"3 à 5 salariés";
2599090;402381941;00028;"LE GOELAND BLEU";"46 50";;"46 RUE JACQUES REATTU";;"13009 MARSEILLE";FRANCE;46;RUE;"JACQUES REATTU";13009;"MARSEILLE 9";4752A;"0 salarié";
2604822;402515613;00014;"SARL CPL";;;"2 AVENUE MOLIERE";;"78360 MONTESSON";FRANCE;2;AV;MOLIERE;78360;MONTESSON;4511Z;"3 à 5 salariés";
2613912;402719546;00010;"FOND ASSIST FORMAT CHARCUTIER TRAITEUR";;;"15 RUE JACQUES BINGEN";;"75017 PARIS";FRANCE;15;RUE;"JACQUES BINGEN";75017;"PARIS 17";9412Z;"3 à 5 salariés";
2642949;403324635;00016;"MEGARD ET ASSOCIES";;;"4 BOULEVARD GEORGES CLEMENCEAU";;"21000 DIJON";FRANCE;4;BD;"GEORGES CLEMENCEAU";21000;DIJON;6920Z;"3 à 5 salariés";
2647858;403429707;00025;"SARL A N M";;;"22 AVENUE DE LA MARNE";;"92120 MONTROUGE";FRANCE;22;AV;"DE LA MARNE";92120;MONTROUGE;4532Z;"1 ou 2 salariés";
2653143;403541048;00027;DXM;;;"34 RUE DE LA RIGOURDIERE";"BP 90824";"35518 CESSON SEVIGNE CEDEX";FRANCE;34;RUE;"DE LA RIGOURDIERE";35510;"CESSON SEVIGNE";4651Z;"10 à 19 salariés";
2653144;403541048;00068;DXM;;"PARC TECHNOPOLIS BATIMENT C";"RUE LOUIS DE BROGLIE";;"53810 CHANGE";FRANCE;;RUE;"LOUIS DE BROGLIE";53810;CHANGE;4651Z;"1 ou 2 salariés";
2653145;403541048;00100;DXM;;;"81 RUE DE SIAM";;"29200 BREST";FRANCE;81;RUE;"DE SIAM";29200;BREST;4651Z;"6 à 9 salariés";
2653146;403541048;00118;DXM;;"CENTRE CIAL GRAND QUARTIER";"ROUTE DE SAINT MALO";;"35760 ST GREGOIRE";FRANCE;;RTE;"DE SAINT MALO";35760;"SAINT GREGOIRE";4741Z;"3 à 5 salariés";
2653147;403541048;00126;DXM;;;"3 ALLEE DES TANNEURS";;"44000 NANTES";FRANCE;3;ALL;"DES TANNEURS";44000;NANTES;4741Z;"6 à 9 salariés";
2653148;403541048;00134;DXM;"CENTRE COMMERCIAL LA MADELEINE";;"AVENUE DE LA FLAUDAIE";;"35400 ST MALO";FRANCE;;AV;"DE LA FLAUDAIE";35400;"SAINT MALO";4651Z;"3 à 5 salariés";
2653149;403541048;00142;"D X M CCIAL ALMA";DXM;;"5 RUE DU BOSPHORE";;"35200 RENNES";FRANCE;5;RUE;"DU BOSPHORE";35200;RENNES;4651Z;"3 à 5 salariés";
2655097;403581366;00040;"TITE LIVE EUROPE";;;"19 B AVENUE LEON GAMBETTA";;"92120 MONTROUGE";FRANCE;19;AV;"LEON GAMBETTA";92120;MONTROUGE;5829C;"0 salarié";
2666466;403820715;00015;MAIRIE;"CLUB INFORMATIQUE DE LA ROCHETTE";;"55 RUE ROSA BONHEUR";;"77000 LA ROCHETTE";FRANCE;55;RUE;"ROSA BONHEUR";77000;"LA ROCHETTE";9499Z;"0 salarié";
2680318;404131500;00021;"MONSIEUR YVES GREGOIRE";;;"11 ALLEE JULES ROMAINS";;"35760 ST GREGOIRE";FRANCE;11;ALL;"JULES ROMAIN";35760;"SAINT GREGOIRE";4779Z;"0 salarié";
2688957;404315814;00040;"MONSIEUR ALAIN TILLE";;;"20 RUE DE PRONY";;"75017 PARIS";FRANCE;20;RUE;"DE PRONY";75017;"PARIS 17";6910Z;"0 salarié";
2693587;404413619;00010;"JEAN LOUIS DAVID";"QUENTIN SARL";"CC AUCHAN PARIWEST PORTE 1";"AVENUE GUTENBERG";;"78310 MAUREPAS";FRANCE;;AV;GUTENBERG;78310;MAUREPAS;9602A;"0 salarié";
2695038;404445470;00010;"CONCEPTION FERCHAL REALISATION";;;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";4120A;"6 à 9 salariés";
2696752;404482978;00024;"TERRE ET FEU";;;"37 B VILLA D ALESIA";;"75014 PARIS";FRANCE;37;VLA;"D ALESIA";75014;"PARIS 14";2341Z;"3 à 5 salariés";
2696753;404482978;00032;"TERRE ET FEU";;;"115 RUE DES DAMES";;"75017 PARIS";FRANCE;115;RUE;"DES DAMES";75017;"PARIS 17";2341Z;"1 ou 2 salariés";
2696754;404482978;00040;"TERRE ET FEU";;;"8 CITE DUPETIT THOUARS";;"75003 PARIS";FRANCE;8;CITE;"DUPETIT THOUARS";75003;"PARIS 3";2341Z;"1 ou 2 salariés";
2714898;404904161;00019;"COMPAGNIE LES QUATRE JEUDIS";"CHEZ VIRGINIE ABADIE";;"2 AVENUE GALLIENI";;"92400 COURBEVOIE";FRANCE;2;AV;GALLIENI;92400;COURBEVOIE;9001Z;"0 salarié";
2715734;404921975;00029;ABI;;;"16 RUE DE VINTIMILLE";;"75009 PARIS";FRANCE;16;RUE;"DE VINTIMILLE";75009;"PARIS 9";6831Z;"1 ou 2 salariés";
2717711;404966863;00049;VERBATEAM;"VERBATEAM CHARIS MATEAM";"IMAGINE 20 26 IMMEUBLE";"20 BOULEVARD DU PARC";;"92200 NEUILLY SUR SEINE";FRANCE;20;BD;"DU PARC";92200;"NEUILLY SUR SEINE";8559A;"20 à 49 salariés";
2719381;405006107;00032;PULSAR;;;"12 ROUTE DE SAINT GERMAIN";;"78430 LOUVECIENNES";FRANCE;12;RTE;"DE ST GERMAIN";78430;LOUVECIENNES;7112A;"0 salarié";
2733501;405330937;00013;"MONSIEUR YAHYA AYDOGAN";;;"2 RUE JEAN LOUIS RENARDON";;"69650 ST GERMAIN AU MONT D OR";FRANCE;2;RUE;"JEAN LOUIS RENARDON";69650;"SAINT GERMAIN AU MONT D'OR";0220Z;"0 salarié";
2733502;405330937;00039;"MONSIEUR YAHYA AYDOGAN";;;"307 RUE DE TARARE";;"69400 GLEIZE";FRANCE;307;RUE;"DE TARARE";69400;GLEIZE;4120A;"0 salarié";
2737139;405580093;00020;"ETS CL DESBENOIT";;"ZONE INDUSTRIELLE";"31 BOULEVARD DES ETINES";;"42120 LE COTEAU";FRANCE;31;BD;"DES ETINES";42120;"LE COTEAU";4322B;"20 à 49 salariés";
2760591;408001170;00047;COLIBRI;;"ZONE D AMENAGEMENT CONCERTE DU PLATEAU";"13 RUE DES MARRONNIERS";;"94240 L HAY LES ROSES";FRANCE;13;RUE;"DES MARRONNIERS";94240;"L' HAY LES ROSES";4617B;"6 à 9 salariés";
2770562;408228351;00016;"JEAN FRANCOIS TANNIERES";;;"2 ROUTE DE L ORATOIRE";;"25770 FRANOIS";FRANCE;2;RUE;"DE L'ORATOIRE";25770;FRANOIS;6920Z;"3 à 5 salariés";
2774382;408309169;00022;PICOLIN;"PICOLIN SARL";;"5 RUE JULES VALLES";;"90000 BELFORT";FRANCE;5;RUE;"JULES VALLES";90000;BELFORT;4771Z;"1 ou 2 salariés";
2779146;408411759;00017;YUCATAN;"SARL JR";;"14 RUE DES CORDELIERS";;"64100 BAYONNE";FRANCE;14;RUE;"DES CORDELIERS";64100;BAYONNE;5610A;"0 salarié";
2785446;408547800;00024;"FAST & FLUID MANAGEMENT FRANCE SARL";;;"12 QUAI DU COMMERCE";;"69009 LYON";FRANCE;12;QUAI;"DU COMMERCE";69009;"LYON 9EME";4673B;"3 à 5 salariés";
2787694;408596237;00037;"CABINET BONGIOVANNI";"FIDUCIAIRE B & V";"LE PLAN";"8 CHEMIN DU SANTON";;"06130 GRASSE";FRANCE;8;CHE;"DU SANTON";06130;GRASSE;6920Z;"6 à 9 salariés";
2787695;408596237;00052;"CABINET BONGIOVANNI";"FIDUCIAIRE B & V";"2 AVENUE GAL FRANCOIS TRESTOURNEL";"SQUARE JEAN GARINO";;"06220 VALLAURIS";FRANCE;2;AV;"GAL FRANCOIS TRESTOURNEL";06220;VALLAURIS;6920Z;"10 à 19 salariés";
2787696;408596237;00060;"CABINET BONGIOVANNI";"FIDUCIAIRE B & V";"ESPACE LA PARRA";"8 AVENUE GASTON DE FONTMICHEL";;"06460 ST VALLIER DE THIEY";FRANCE;8;AV;"DE FONTMICHEL";06460;"SAINT VALLIER DE THIEY";6920Z;"Unités non employeuses";
2794422;408742435;00022;NTSOA;"MONSIEUR LANTO RANDRIANANDRAINA";;"6 ALLEE ARGOUS";;"33130 BEGLES";FRANCE;6;ALL;ARGOUS;33130;BEGLES;4941B;"6 à 9 salariés";
2799408;408857266;00014;"LA P TITE BOITE A MUSIQUE";;;"6 RUE DE VAUZELLES";;"69001 LYON";FRANCE;6;RUE;"DE VAUZELLES";69001;"LYON 1ER";8552Z;"3 à 5 salariés";
2809770;409101813;00072;"SEPIM DISTRIBUTION";;"PARC D ACTIVITES PAU PYRENEES LOT 12";"AVENUE LARRIBAU";;"64000 PAU";FRANCE;;AV;LARRIBAU;64000;PAU;4674B;"1 ou 2 salariés";
2809771;409101813;00080;"SEPIM DISTRIBUTION";;"ZONE INDUSTRIELLE DES PONTOTS";"2 B RUE DE L INDUSTRIE";;"64600 ANGLET";FRANCE;2;RUE;"DE L INDUSTRIE";64600;ANGLET;4674B;"3 à 5 salariés";
2810680;409123411;00046;"SALLE DE BAINS PRO";"SOCIETE GESTION SALLE DE BAINS";;"2 B RUE MICHELET";;"92130 ISSY LES MOULINEAUX";FRANCE;2;RUE;MICHELET;92130;"ISSY LES MOULINEAUX";7022Z;"1 ou 2 salariés";
2813017;409175643;00074;"SAS ALIZE";;;"85 AVENUE PIERRE MENDES FRANCE";;"29000 QUIMPER";FRANCE;85;AV;"PIERRE MENDES FRANCE";29000;QUIMPER;8559A;"10 à 19 salariés";
2814014;409198629;00027;"CTRES DE RENCONTRES ET EXPRES ARTISTIQ";;;"ALLEE DU 8 MAI 1945";;"94140 ALFORTVILLE";FRANCE;;ALL;"DU 8 MAI 1945";94140;ALFORTVILLE;9001Z;"1 ou 2 salariés";
2814015;409198629;00035;"CTRES DE RENCONTRES ET EXPRES ARTISTIQ";;;"7 RUE DES PONTONS";"BP 117";"94140 ALFORTVILLE";FRANCE;7;RUE;"DES PONTONS";94140;ALFORTVILLE;9001Z;"20 à 49 salariés";
2829049;409546835;00037;"NEMA CITIZEN";NEMA;;"76 T RUE DU REVEIL MATIN";;"78800 HOUILLES";FRANCE;76;RUE;"DU REVEIL MATIN";78800;HOUILLES;4690Z;"0 salarié";
2851648;410045025;00013;LEANA;;;"141 BOULEVARD FRANKLIN ROOSEVELT";;"33400 TALENCE";FRANCE;141;BD;"PDT FRANKLIN ROOSEVELT";33400;TALENCE;9601B;"0 salarié";
2866092;410321079;00031;"CONSTRUCTION RENOVATION COORDINATION";;;"126 AVENUE RONCE";;"78500 SARTROUVILLE";FRANCE;126;AV;RONCE;78500;SARTROUVILLE;4120A;"0 salarié";
2872465;410437032;00023;"PIMPANEAU & ASSOCIES";;;"33 RUE DARU";;"75008 PARIS";FRANCE;33;RUE;DARU;75008;"PARIS 8";6920Z;"10 à 19 salariés";
2872466;410437032;00031;"PIMPANEAU & ASSOCIES";;;"31 RUE HENRI ROCHEFORT";;"75017 PARIS";FRANCE;31;RUE;"HENRI ROCHEFORT";75017;"PARIS 17";6920Z;"0 salarié";
2874824;410487128;00028;"IMPRIMERIE MARCOS";"COTE BASQUE CONTINU";"10 LOTISSEMENT DES PONTOTS";"2 RUE DE L INDUSTRIE";;"64600 ANGLET";FRANCE;2;RUE;"DE L INDUSTRIE";64600;ANGLET;1812Z;"6 à 9 salariés";
2878504;410562748;00021;"SCM CHIRUR ORTHOP ET REP OUEST LYON";;;"29 AVENUE DES SOURCES";;"69009 LYON";FRANCE;29;AV;"DES SOURCES";69009;"LYON 9EME";8219Z;"10 à 19 salariés";
2878655;410566152;00022;"SOCIETE FRANCAISE CONSTRUCTION";;;"39 AVENUE DU PEYROU";;"33370 ARTIGUES PRES BORDEAUX";FRANCE;39;AV;"DU PEYROU";33370;"ARTIGUES PRES BORDEAUX";4399C;"1 ou 2 salariés";
2910426;411246523;00020;"TECHNIQUE MEDICALE NATIONALE";;;"16 RUE DES ENTREPRENEURS";;"78420 CARRIERES SUR SEINE";FRANCE;16;RUE;"DES ENTREPRENEURS";78420;"CARRIERES SUR SEINE";4646Z;"10 à 19 salariés";
2910526;411248701;00020;"GENERATIONS COMPLICES GRANDPARENFANT";;;"41 AVENUE DE FLANDRE";;"59290 WASQUEHAL";FRANCE;41;AV;"DE FLANDRE";59290;WASQUEHAL;9499Z;"1 ou 2 salariés";
2920611;411465354;00016;"ACTEM EXPERT";"NICE EUROPE B";;"29 RUE PASTORELLI";;"06000 NICE";FRANCE;29;RUE;PASTORELLI;06000;NICE;7022Z;"1 ou 2 salariés";
2935973;411816622;00038;"DU RENOIR";;;"28 IMPASSE DES LIERRES";;"30000 NIMES";FRANCE;28;IMP;"DES LIERRES";30000;NIMES;6820A;"Unités non employeuses";
2953100;412191181;00046;STRATERGIE;;;"12 RUE DU PRINTEMPS";;"75017 PARIS";FRANCE;12;RUE;"DU PRINTEMPS";75017;"PARIS 17";7022Z;"0 salarié";
2999877;413168246;00010;"SARL BLG";;;"13 RUE TANGUY MALMANCHE";;"29000 QUIMPER";FRANCE;13;RUE;"TANGUY MALMANCHE";29000;QUIMPER;6630Z;"0 salarié";
2999878;413168246;00028;"SARL BLG";;;"23 B AVENUE DE LA LIBERATION";;"29000 QUIMPER";FRANCE;23;AV;"DE LA LIBERATION";29000;QUIMPER;6630Z;"0 salarié";
3000193;413174756;00036;"LE NEMOURS";;;"39 AVENUE MATHURIN MOREAU";;"75019 PARIS";FRANCE;39;AV;"MATHURIN MOREAU";75019;"PARIS 19";5610A;"1 ou 2 salari";
3000194;413174756;00044;"LE NEMOURS";;;"1 RUE LEON GIRAUD";;"75019 PARIS";FRANCE;1;RUE;"LEON GIRAUD";75019;"PARIS 19";5630Z;"0 salari";
3005806;413294562;00017;"OPTIQUE SERVICE CHELLY";"OPTIQUE SERVICE";;"133 RUE DU CHERCHE MIDI";;"75015 PARIS";FRANCE;133;RUE;"DU CHERCHE MIDI";75015;"PARIS 15";4778A;"0 salari";
3010165;413390717;00010;"ARES SARL";"CHEZ SOFRADOM";;"58 AVENUE DE WAGRAM";;"75017 PARIS";FRANCE;58;AV;"DE WAGRAM";75017;"PARIS 17";4642Z;"1 ou 2 salari";
